"dif"	"ontology"	"Description"	"Count"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"ID"	"geneID"
"dysregulated"	"BP"	"nucleotide salvage"	3	"3/3226"	"13/13946"	0.608356442565813	0.965263374035167	0.83813552932979	"GO:0043173"	"UCK2/NAPRT/FUK"
"dysregulated"	"BP"	"telomere maintenance in response to DNA damage"	3	"3/3226"	"13/13946"	0.608356442565813	0.965263374035167	0.83813552932979	"GO:0043247"	"DCLRE1B/APEX1/DCLRE1C"
"dysregulated"	"BP"	"dicarboxylic acid biosynthetic process"	3	"3/3226"	"13/13946"	0.608356442565813	0.965263374035167	0.83813552932979	"GO:0043650"	"MTHFD1L/MTHFD1/GOT2"
"dysregulated"	"BP"	"AMP metabolic process"	3	"3/3226"	"13/13946"	0.608356442565813	0.965263374035167	0.83813552932979	"GO:0046033"	"AK4/AK2/NT5E"
"dysregulated"	"BP"	"positive regulation of T cell receptor signaling pathway"	3	"3/3226"	"13/13946"	0.608356442565813	0.965263374035167	0.83813552932979	"GO:0050862"	"CCR7/RPS3/RAB29"
"dysregulated"	"BP"	"attachment of mitotic spindle microtubules to kinetochore"	3	"3/3226"	"13/13946"	0.608356442565813	0.965263374035167	0.83813552932979	"GO:0051315"	"SEH1L/CHAMP1/MAD1L1"
"dysregulated"	"BP"	"myoblast migration"	3	"3/3226"	"13/13946"	0.608356442565813	0.965263374035167	0.83813552932979	"GO:0051451"	"NET1/PLEKHO1/ANXA1"
"dysregulated"	"BP"	"negative regulation of glial cell proliferation"	3	"3/3226"	"13/13946"	0.608356442565813	0.965263374035167	0.83813552932979	"GO:0060253"	"TERT/DICER1/SKI"
"dysregulated"	"BP"	"trachea development"	3	"3/3226"	"13/13946"	0.608356442565813	0.965263374035167	0.83813552932979	"GO:0060438"	"LEF1/MAP2K1/EDA"
"dysregulated"	"BP"	"negative regulation of neuron projection regeneration"	3	"3/3226"	"13/13946"	0.608356442565813	0.965263374035167	0.83813552932979	"GO:0070571"	"PTEN/MAP4K4/EPHA4"
"dysregulated"	"BP"	"regulation of nephron tubule epithelial cell differentiation"	3	"3/3226"	"13/13946"	0.608356442565813	0.965263374035167	0.83813552932979	"GO:0072182"	"LIF/CD24/GATA3"
"dysregulated"	"BP"	"positive regulation of mitochondrial fission"	3	"3/3226"	"13/13946"	0.608356442565813	0.965263374035167	0.83813552932979	"GO:0090141"	"BNIP3/MUL1/PINK1"
"dysregulated"	"BP"	"chondrocyte morphogenesis"	3	"3/3226"	"13/13946"	0.608356442565813	0.965263374035167	0.83813552932979	"GO:0090171"	"COCH/COL6A3/MATN2"
"dysregulated"	"BP"	"establishment of planar polarity involved in neural tube closure"	3	"3/3226"	"13/13946"	0.608356442565813	0.965263374035167	0.83813552932979	"GO:0090177"	"PTK7/DVL2/NPHP3"
"dysregulated"	"BP"	"activation of cysteine-type endopeptidase activity"	3	"3/3226"	"13/13946"	0.608356442565813	0.965263374035167	0.83813552932979	"GO:0097202"	"BAK1/PERP/LGMN"
"dysregulated"	"BP"	"renal filtration"	3	"3/3226"	"13/13946"	0.608356442565813	0.965263374035167	0.83813552932979	"GO:0097205"	"ITGA3/F2R/GAS6"
"dysregulated"	"BP"	"positive regulation of execution phase of apoptosis"	3	"3/3226"	"13/13946"	0.608356442565813	0.965263374035167	0.83813552932979	"GO:1900119"	"PTGIS/BAX/RPS3"
"dysregulated"	"BP"	"regulation of retrograde protein transport, ER to cytosol"	3	"3/3226"	"13/13946"	0.608356442565813	0.965263374035167	0.83813552932979	"GO:1904152"	"SVIP/OS9/EDEM2"
"dysregulated"	"BP"	"negative regulation of protein import"	3	"3/3226"	"13/13946"	0.608356442565813	0.965263374035167	0.83813552932979	"GO:1904590"	"RAB23/NF1/GAS6"
"dysregulated"	"BP"	"negative regulation of ATP biosynthetic process"	3	"3/3226"	"13/13946"	0.608356442565813	0.965263374035167	0.83813552932979	"GO:2001170"	"CBFA2T3/FLCN/HDAC4"
"dysregulated"	"BP"	"regulation of neurotransmitter transport"	26	"26/3226"	"116/13946"	0.608957186524091	0.965949500680419	0.838731291206263	"GO:0051588"	"APLN/ADORA2B/UNC13B/CHRNA5/TNFSF11/RAB3A/ASIC1/PER2/STXBP1/RAB3GAP1/ATP2A2/NCS1/PSEN1/VAMP7/GIPC1/SYT11/FBXL20/BRAF/ARL6IP1/P2RX7/MCTP2/NF1/RGS2/ABAT/CPLX1/BAIAP3"
"dysregulated"	"BP"	"protein-containing complex localization"	60	"60/3226"	"266/13946"	0.612770180940937	0.971729225869035	0.843749810670118	"GO:0031503"	"HHEX/STX3/NXT1/ZNF593/SEH1L/RRS1/CEP72/FKBP4/IFT57/RAN/U2AF1/NOL6/EIF4E/PA2G4/SLBP/NDC1/LTV1/NUP58/POLR2D/SSX2IP/SRSF7/DDX39A/HASPIN/HNRNPA2B1/EIF4A3/BCCIP/NUP205/THOC6/SRSF2/MZT1/ABCE1/RAB8A/EIF5A/HSPB11/TNPO1/NCBP2/RNPS1/NUP85/NUP88/ALKBH5/SRSF9/SRSF3/U2AF2/NUP160/NPM1/EXOC1/RPS15/HIP1/ZC3H3/SYNJ2BP/SMAD7/NACC2/ATM/TSC1/ICK/PRKCZ/DYNC2H1/CPLX1/NSG1/TTC21A"
"dysregulated"	"BP"	"respiratory system development"	35	"35/3226"	"156/13946"	0.613084942106968	0.971959801865163	0.843950019172547	"GO:0060541"	"LIF/IL13/DHCR7/ERRFI1/MIR17HG/RAB3A/TNF/PTK7/FGFR1/EIF4E/CTSH/ITGA3/AIMP2/PDGFRB/SREBF1/HEG1/LEF1/TIMELESS/HSPB11/MAP2K1/KRAS/MAN1A2/SKI/ATXN1L/SMCHD1/ACVR2B/THRA/NPHP3/KLF2/PHEX/FLT4/EDA/PDGFA/DLG5/EPAS1"
"dysregulated"	"BP"	"protein dephosphorylation"	65	"65/3226"	"288/13946"	0.613416158294725	0.972216330420719	0.844172762210854	"GO:0006470"	"PALD1/NUAK1/DNAJC6/PTPRK/PTP4A3/PGP/PDXP/DUSP6/HSP90AB1/CPPED1/CYCS/TNF/DUSP14/PPP1R14B/PGAM5/CDC25A/UBASH3B/LGALS3/PDGFRB/MASTL/PDP2/FKBP1A/SSH1/YWHAE/PPM1G/BCL2/NSMF/ANKLE2/TIMM50/PTP4A2/PPP5C/PPP1R12A/PTEN/PPP4R3B/PTPRA/PPM1K/PPP1R9B/SMPD1/DUSP16/PDP1/PPP2R5A/CRY2/PTPN22/PTPN18/DAPP1/PHACTR2/CDC25B/MTMR3/PTPN12/DUSP18/PPP2R5C/CDC14A/CTDSP2/TSC1/IGBP1/DUSP2/DMPK/IGFBP3/PTPN13/PTPRJ/LHPP/PINK1/PTPRM/CDC14B/FCRL3"
"dysregulated"	"BP"	"regulation of humoral immune response"	10	"10/3226"	"45/13946"	0.615040729043795	0.972670561552864	0.844567169851938	"GO:0002920"	"LTA/C1QBP/TNF/CCR7/PHB/CLU/CD81/C3AR1/C5AR2/CR1"
"dysregulated"	"BP"	"receptor clustering"	10	"10/3226"	"45/13946"	0.615040729043795	0.972670561552864	0.844567169851938	"GO:0043113"	"AGRN/DNAJA3/SSH1/FNTA/ITGAL/SYNJ2BP/ITGB7/SYNGAP1/ITGB2/COLQ"
"dysregulated"	"BP"	"negative regulation of lymphocyte differentiation"	10	"10/3226"	"45/13946"	0.615040729043795	0.972670561552864	0.844567169851938	"GO:0045620"	"SOCS1/NRARP/FOXP3/CBFB/SMAD7/IRF1/TBX21/ANXA1/JAK3/CTLA4"
"dysregulated"	"BP"	"regulation of neuronal synaptic plasticity"	10	"10/3226"	"45/13946"	0.615040729043795	0.972670561552864	0.844567169851938	"GO:0048168"	"UNC13B/RAB3A/NEURL1/RAB3GAP1/KIT/RAB8A/NSMF/KRAS/SYNGAP1/NF1"
"dysregulated"	"BP"	"membrane protein proteolysis"	12	"12/3226"	"54/13946"	0.615512967166004	0.972670561552864	0.844567169851938	"GO:0033619"	"PACSIN3/IFNG/TNF/CTSH/ADAM9/NFKB1/PRKCQ/PSEN1/FURIN/SNX9/P2RX7/ADAM8"
"dysregulated"	"BP"	"skeletal muscle cell differentiation"	12	"12/3226"	"54/13946"	0.615512967166004	0.972670561552864	0.844567169851938	"GO:0035914"	"EGR1/NLN/GPC1/CDON/UQCC2/MEF2D/ARNTL/DDX17/BCL9L/BTG2/NR1D2/EOMES"
"dysregulated"	"BP"	"positive regulation of calcium ion transmembrane transport"	12	"12/3226"	"54/13946"	0.615512967166004	0.972670561552864	0.844567169851938	"GO:1904427"	"IL13/ATP1B1/HSPA2/F2RL3/PLCG2/BAX/SLC9A1/PLCG1/F2R/GSTM2/CAPN3/EHD3"
"dysregulated"	"BP"	"hindbrain morphogenesis"	8	"8/3226"	"36/13946"	0.615736565624944	0.972670561552864	0.844567169851938	"GO:0021575"	"SERPINE2/CEND1/MAP2K1/AGTPBP1/RORA/HERC1/WHRN/DAB1"
"dysregulated"	"BP"	"regulation of chondrocyte differentiation"	8	"8/3226"	"36/13946"	0.615736565624944	0.972670561552864	0.844567169851938	"GO:0032330"	"TRPS1/GLG1/LOXL2/RUNX2/SMAD3/WNT9A/MAF/ZBTB16"
"dysregulated"	"BP"	"response to nicotine"	8	"8/3226"	"36/13946"	0.615736565624944	0.972670561552864	0.844567169851938	"GO:0035094"	"IL13/CHRNA5/TNF/NFKB1/BCL2/ABAT/VCAM1/HMOX1"
"dysregulated"	"BP"	"response to cocaine"	8	"8/3226"	"36/13946"	0.615736565624944	0.972670561552864	0.844567169851938	"GO:0042220"	"HSP90AB1/HOMER1/HSPD1/SMPD1/HOMER2/HDAC5/ABAT/SDK1"
"dysregulated"	"BP"	"regulation of T cell migration"	8	"8/3226"	"36/13946"	0.615736565624944	0.972670561552864	0.844567169851938	"GO:2000404"	"CCR6/TNFSF14/TNFRSF14/RIPK3/ADAM8/CCL5/CCR2/RIPOR2"
"dysregulated"	"BP"	"chromatin assembly"	32	"32/3226"	"143/13946"	0.61739638504943	0.972816328064352	0.844693738512421	"GO:0031497"	"TSPYL5/H1F0/IPO4/HIST1H1C/CHAF1B/CENPV/HIST1H2BK/HELLS/MCM2/CENPP/ASF1B/HMGA1/CHAF1A/CENPX/CENPU/GRWD1/CENPO/CENPW/CENPT/MIS18A/CENPI/NASP/H2AFX/RBBP7/NPM1/H3F3B/PARP10/MIS18BP1/SMCHD1/KAT6A/TSPYL1/H1FX"
"dysregulated"	"BP"	"regulation of ubiquitin-dependent protein catabolic process"	32	"32/3226"	"143/13946"	0.61739638504943	0.972816328064352	0.844693738512421	"GO:2000058"	"CBFA2T3/HSP90AB1/PBK/MAP1A/RAD23A/AURKA/FBXO22/UCHL5/CLU/SVIP/USP14/RBX1/PDCL3/AKT1/USP5/PLK1/PTEN/RACK1/HERPUD1/PSEN1/UFL1/GIPC1/SDCBP/RNF14/SMAD7/UBXN1/CCDC22/PYHIN1/NOP53/RNF144B/TRIB2/OGT"
"dysregulated"	"BP"	"regulation of smoothened signaling pathway"	16	"16/3226"	"72/13946"	0.618175567862809	0.972816328064352	0.844693738512421	"GO:0008589"	"SERPINE2/GLIS2/RAB34/KCTD11/PDCL/CHSY1/CTNNA1/CD3E/CREBBP/PRKACB/RORA/WDR11/RUNX2/PTCH1/WNT9A/DLG5"
"dysregulated"	"BP"	"amine metabolic process"	16	"16/3226"	"72/13946"	0.618175567862809	0.972816328064352	0.844693738512421	"GO:0009308"	"CYP1A1/AMD1/CHKA/SRM/AZIN1/PEBP1/SAT2/ATP2B4/PAOX/SAT1/ITGB2/SULT1B1/ITGAM/SMOX/ABAT/VCAM1"
"dysregulated"	"BP"	"regulation of proteasomal protein catabolic process"	39	"39/3226"	"174/13946"	0.618708692150672	0.972816328064352	0.844693738512421	"GO:0061136"	"CBFA2T3/LAMP3/HSP90AB1/NUDT15/PBK/MAP1A/BAG2/RAD23A/AURKA/FBXO22/UCHL5/CLU/SVIP/USP14/RBX1/PSME3/GPX1/AKT1/USP5/PSME2/PLK1/RACK1/OS9/HERPUD1/PSEN1/UFL1/GIPC1/SDCBP/RNF14/USP25/SMAD7/UBXN1/OSBPL7/EDEM2/NOP53/RNF144B/TRIB2/PINK1/OGT"
"dysregulated"	"BP"	"response to fungus"	6	"6/3226"	"27/13946"	0.618710506610017	0.972816328064352	0.844693738512421	"GO:0009620"	"SYK/CARD9/BAK1/FAM3A/IL17RA/GNLY"
"dysregulated"	"BP"	"regulation of mesenchymal cell proliferation"	6	"6/3226"	"27/13946"	0.618710506610017	0.972816328064352	0.844693738512421	"GO:0010464"	"MYC/FGFR1/LRP5/CTNNBIP1/IRS2/PDGFA"
"dysregulated"	"BP"	"central nervous system neuron axonogenesis"	6	"6/3226"	"27/13946"	0.618710506610017	0.972816328064352	0.844693738512421	"GO:0021955"	"ADARB1/HSP90AB1/HSP90AA1/PTEN/ZEB2/EPHA4"
"dysregulated"	"BP"	"heme metabolic process"	6	"6/3226"	"27/13946"	0.618710506610017	0.972816328064352	0.844693738512421	"GO:0042168"	"HMBS/ALAS1/SLC25A39/PPOX/BDH2/HMOX1"
"dysregulated"	"BP"	"positive regulation of erythrocyte differentiation"	6	"6/3226"	"27/13946"	0.618710506610017	0.972816328064352	0.844693738512421	"GO:0045648"	"TRIM58/PRMT1/HIF1A/SMAP1/FOXO3/FAM210B"
"dysregulated"	"BP"	"positive regulation of chromosome segregation"	6	"6/3226"	"27/13946"	0.618710506610017	0.972816328064352	0.844693738512421	"GO:0051984"	"CDC6/FEN1/DDX11/ESPL1/RAD21/NIPBL"
"dysregulated"	"BP"	"placenta blood vessel development"	6	"6/3226"	"27/13946"	0.618710506610017	0.972816328064352	0.844693738512421	"GO:0060674"	"FOSL1/NSDHL/JUNB/AKT1/MAP2K1/PLCD1"
"dysregulated"	"BP"	"postsynaptic specialization organization"	6	"6/3226"	"27/13946"	0.618710506610017	0.972816328064352	0.844693738512421	"GO:0099084"	"NLGN2/LRFN4/PTEN/LRFN1/SYNGAP1/NTNG2"
"dysregulated"	"BP"	"cardiac muscle cell membrane repolarization"	6	"6/3226"	"27/13946"	0.618710506610017	0.972816328064352	0.844693738512421	"GO:0099622"	"ATP1B1/ATP1A1/YWHAE/AKAP9/KCNQ1/SNTA1"
"dysregulated"	"BP"	"regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway"	6	"6/3226"	"27/13946"	0.618710506610017	0.972816328064352	0.844693738512421	"GO:1902235"	"PMAIP1/SERINC3/HERPUD1/TXNDC12/BCL2L11/XBP1"
"dysregulated"	"BP"	"positive regulation of lamellipodium organization"	6	"6/3226"	"27/13946"	0.618710506610017	0.972816328064352	0.844693738512421	"GO:1902745"	"CORO1C/CORO1B/RAC1/WASF2/HDAC4/AUTS2"
"dysregulated"	"BP"	"negative regulation of signaling receptor activity"	6	"6/3226"	"27/13946"	0.618710506610017	0.972816328064352	0.844693738512421	"GO:2000272"	"ERRFI1/DUT/PTEN/LY6E/PSEN1/CBLB"
"dysregulated"	"BP"	"ERBB signaling pathway"	27	"27/3226"	"121/13946"	0.619862005803405	0.974359915449396	0.846034031187799	"GO:0038127"	"HBEGF/ERRFI1/CEACAM1/NEURL1/CDC37/HSP90AA1/AKT1/ARAP1/PSEN1/HIP1/DGKD/PLCG1/CPNE3/PIK3CA/MVP/PTPN18/MATK/PTPN12/FASLG/SHC1/IFI6/MVB12B/CBLB/PIK3R1/PTPRJ/RHBDF2/LGMN"
"dysregulated"	"BP"	"negative regulation of organelle organization"	79	"79/3226"	"350/13946"	0.620261033295773	0.974720172531337	0.846346841419897	"GO:0010639"	"LIF/ADD2/MAPT/HDGFL3/H1F0/FOXP3/KANK1/BNIP3/XRCC3/HIST1H1C/FKBP4/PINX1/KAT2A/PAM16/CORO1B/CHEK1/MCM2/HMGA1/MAD2L1/MAD2L2/KATNB1/SLX4/TRIP13/AURKB/MTBP/CLU/CAPG/LIG3/HIGD1A/CIB1/DNMT1/RAD1/BUB1B/ATAD2/INSIG1/PPIF/BRCA1/SMARCB1/ESPL1/NUBP1/TRIM37/NAT10/GPX1/AKT1/NBN/TOP2A/LIMA1/BUB1/PRELID1/PLK1/NPM1/RAD21/H3F3B/ARAP1/ADD3/MUL1/ADD1/KDM4C/SKI/TNKS/GMFG/TNKS2/KDM4A/TINF2/WASF2/H1FX/SPTAN1/INPP5K/USP30/DCP2/ATM/FLCN/TET1/PATL2/XRN1/ODF2L/FEZ1/PINK1/MAD1L1"
"dysregulated"	"BP"	"lipid oxidation"	20	"20/3226"	"90/13946"	0.621886118464684	0.976471801332099	0.847867775883596	"GO:0034440"	"ACAT2/IRS1/ACAT1/PRKAG2/ETFA/PEX2/ACADM/AKT1/HADH/DECR1/ABCD2/CRAT/CPT1A/ACAD10/BDH2/ECHDC2/SESN2/ABCD1/ACAD11/IRS2"
"dysregulated"	"BP"	"regulation of mRNA splicing, via spliceosome"	20	"20/3226"	"90/13946"	0.621886118464684	0.976471801332099	0.847867775883596	"GO:0048024"	"RBFOX2/C1QBP/SRSF10/RBM17/SRSF7/HNRNPA2B1/TRA2B/PRPF19/SRSF2/HSPA8/RNPS1/SRSF9/SRPK1/SRSF3/U2AF2/RBM5/DDX17/MBNL2/FAM172A/CELF6"
"dysregulated"	"BP"	"positive regulation of ubiquitin-dependent protein catabolic process"	20	"20/3226"	"90/13946"	0.621886118464684	0.976471801332099	0.847867775883596	"GO:2000060"	"CBFA2T3/RAD23A/AURKA/FBXO22/CLU/RBX1/AKT1/USP5/PLK1/PTEN/RACK1/HERPUD1/PSEN1/RNF14/SMAD7/CCDC22/PYHIN1/NOP53/RNF144B/TRIB2"
"dysregulated"	"BP"	"cyclic-nucleotide-mediated signaling"	31	"31/3226"	"139/13946"	0.624824511644292	0.976680004456898	0.848048558083465	"GO:0019935"	"GLP1R/ADORA2B/ADGRG6/ADM/APLP1/ADCY3/AHR/ADGRE1/CGAS/PEBP1/MAPK7/NME2/GNB1/ADCY7/DGKQ/GIPR/ATP2B4/THBS1/ADM2/S1PR4/PDE4D/AKAP13/RGS2/GPR65/ADGRB1/PDE3B/ADCY4/ADRB2/LGR4/ARRDC3/ABCA1"
"dysregulated"	"BP"	"phosphatidylinositol metabolic process"	45	"45/3226"	"201/13946"	0.626649771186407	0.976680004456898	0.848048558083465	"GO:0046488"	"HBEGF/SOCS1/CISH/PIGW/ICOS/OCRL/PIGV/SOCS2/FGFR1/IRS1/KIT/FAM126A/PGAP1/PDGFRB/DPM2/PLCG2/PI4K2B/SYNJ2/PIP5K1A/SLA2/INPP4A/PTEN/PI4K2A/PIP4K2A/CDIPT/PIK3CA/PIK3R5/FRS2/PLEKHA2/PLEKHA1/MTMR3/INPP5K/ATM/PGAP3/FYN/PIK3R1/PTPN13/SLC27A1/GAB2/PLCB1/PIK3AP1/PLEK/IRS2/PDGFA/PLCH2"
"dysregulated"	"BP"	"glandular epithelial cell development"	4	"4/3226"	"18/13946"	0.626954022725076	0.976680004456898	0.848048558083465	"GO:0002068"	"CLOCK/CDK6/ARNTL/SIDT2"
"dysregulated"	"BP"	"positive regulation of receptor internalization"	4	"4/3226"	"18/13946"	0.626954022725076	0.976680004456898	0.848048558083465	"GO:0002092"	"APLN/SYK/ARRB1/PLCG2"
"dysregulated"	"BP"	"tRNA wobble base modification"	4	"4/3226"	"18/13946"	0.626954022725076	0.976680004456898	0.848048558083465	"GO:0002097"	"CTU2/MTO1/GTPBP3/ELP2"
"dysregulated"	"BP"	"2-oxoglutarate metabolic process"	4	"4/3226"	"18/13946"	0.626954022725076	0.976680004456898	0.848048558083465	"GO:0006103"	"GPT2/IDH1/GOT2/ADHFE1"
"dysregulated"	"BP"	"estrogen metabolic process"	4	"4/3226"	"18/13946"	0.626954022725076	0.976680004456898	0.848048558083465	"GO:0008210"	"CYP1B1/HSD17B12/PLEKHA1/HSD17B11"
"dysregulated"	"BP"	"positive regulation of heart rate"	4	"4/3226"	"18/13946"	0.626954022725076	0.976680004456898	0.848048558083465	"GO:0010460"	"ADM/ATP2A2/KCNQ1/PDE4D"
"dysregulated"	"BP"	"epithelial structure maintenance"	4	"4/3226"	"18/13946"	0.626954022725076	0.976680004456898	0.848048558083465	"GO:0010669"	"INAVA/MUC4/CROCC/VSIG1"
"dysregulated"	"BP"	"negative regulation of tumor necrosis factor-mediated signaling pathway"	4	"4/3226"	"18/13946"	0.626954022725076	0.976680004456898	0.848048558083465	"GO:0010804"	"TRAIP/GSTP1/CARD16/GAS6"
"dysregulated"	"BP"	"negative regulation of smooth muscle cell migration"	4	"4/3226"	"18/13946"	0.626954022725076	0.976680004456898	0.848048558083465	"GO:0014912"	"CORO1B/APEX1/GSTP1/IGFBP3"
"dysregulated"	"BP"	"reproductive behavior"	4	"4/3226"	"18/13946"	0.626954022725076	0.976680004456898	0.848048558083465	"GO:0019098"	"SERPINE2/PTEN/THRA/CREBRF"
"dysregulated"	"BP"	"adrenal gland development"	4	"4/3226"	"18/13946"	0.626954022725076	0.976680004456898	0.848048558083465	"GO:0030325"	"ARID5B/CITED2/NF1/SMAD3"
"dysregulated"	"BP"	"thyroid gland development"	4	"4/3226"	"18/13946"	0.626954022725076	0.976680004456898	0.848048558083465	"GO:0030878"	"MAP2K1/BRAF/THRA/SMAD3"
"dysregulated"	"BP"	"toll-like receptor 3 signaling pathway"	4	"4/3226"	"18/13946"	0.626954022725076	0.976680004456898	0.848048558083465	"GO:0034138"	"RIPK1/HAVCR2/PTPN22/TNFAIP3"
"dysregulated"	"BP"	"embryonic hemopoiesis"	4	"4/3226"	"18/13946"	0.626954022725076	0.976680004456898	0.848048558083465	"GO:0035162"	"KIT/HIF1A/STK4/GATA3"
"dysregulated"	"BP"	"phosphatidylethanolamine acyl-chain remodeling"	4	"4/3226"	"18/13946"	0.626954022725076	0.976680004456898	0.848048558083465	"GO:0036152"	"MBOAT2/ABHD4/PLA2G6/RARRES3"
"dysregulated"	"BP"	"negative regulation of glial cell differentiation"	4	"4/3226"	"18/13946"	0.626954022725076	0.976680004456898	0.848048558083465	"GO:0045686"	"LDLR/KDM4A/NF1/DAB1"
"dysregulated"	"BP"	"negative regulation of translational initiation"	4	"4/3226"	"18/13946"	0.626954022725076	0.976680004456898	0.848048558083465	"GO:0045947"	"C8orf88/EIF4EBP1/EIF2S1/RPL13A"
"dysregulated"	"BP"	"negative regulation of embryonic development"	4	"4/3226"	"18/13946"	0.626954022725076	0.976680004456898	0.848048558083465	"GO:0045992"	"COL5A2/NRARP/PRKACB/GATA3"
"dysregulated"	"BP"	"negative regulation of JAK-STAT cascade"	4	"4/3226"	"18/13946"	0.626954022725076	0.976680004456898	0.848048558083465	"GO:0046426"	"SOCS1/SOCS2/BCL3/DAB1"
"dysregulated"	"BP"	"barbed-end actin filament capping"	4	"4/3226"	"18/13946"	0.626954022725076	0.976680004456898	0.848048558083465	"GO:0051016"	"ADD2/CAPG/ADD3/ADD1"
"dysregulated"	"BP"	"labyrinthine layer blood vessel development"	4	"4/3226"	"18/13946"	0.626954022725076	0.976680004456898	0.848048558083465	"GO:0060716"	"NSDHL/JUNB/AKT1/PLCD1"
"dysregulated"	"BP"	"cellular response to arsenic-containing substance"	4	"4/3226"	"18/13946"	0.626954022725076	0.976680004456898	0.848048558083465	"GO:0071243"	"PPIF/MAPK13/ZFAND1/HMOX1"
"dysregulated"	"BP"	"cell communication by electrical coupling involved in cardiac conduction"	4	"4/3226"	"18/13946"	0.626954022725076	0.976680004456898	0.848048558083465	"GO:0086064"	"ATP1B1/ATP1A1/CAMK2D/PDE4D"
"dysregulated"	"BP"	"regulation of monocyte chemotaxis"	4	"4/3226"	"18/13946"	0.626954022725076	0.976680004456898	0.848048558083465	"GO:0090025"	"CCR1/CCL5/CCR2/LGMN"
"dysregulated"	"BP"	"cellular response to angiotensin"	4	"4/3226"	"18/13946"	0.626954022725076	0.976680004456898	0.848048558083465	"GO:1904385"	"CDC6/NFKB1/BRIP1/CYBA"
"dysregulated"	"BP"	"negative regulation of STAT cascade"	4	"4/3226"	"18/13946"	0.626954022725076	0.976680004456898	0.848048558083465	"GO:1904893"	"SOCS1/SOCS2/BCL3/DAB1"
"dysregulated"	"BP"	"positive regulation of gene silencing by miRNA"	4	"4/3226"	"18/13946"	0.626954022725076	0.976680004456898	0.848048558083465	"GO:2000637"	"EIF4G1/DHX9/MAP2K1/MAP2K2"
"dysregulated"	"BP"	"smoothened signaling pathway"	26	"26/3226"	"117/13946"	0.628145741437358	0.978270938971234	0.849429962140813	"GO:0007224"	"SERPINE2/GLIS2/IFT57/CDON/CENPJ/NSDHL/RAB34/KCTD11/HSPB11/PDCL/CHSY1/CTNNA1/HIPK1/CD3E/CREBBP/TROVE2/PRKACB/RORA/WDR11/MAP3K10/DYRK2/RUNX2/PTCH1/WNT9A/DLG5/ROR2"
"dysregulated"	"BP"	"regulation of multicellular organism growth"	13	"13/3226"	"59/13946"	0.629367347356838	0.979907543809249	0.850851021614436	"GO:0040014"	"CDK4/PLS1/SOCS2/BCL2/AFG3L2/TNKS2/NIPBL/PIK3CA/CSF1/PLAC8/PTCH1/ADRB2/LGMN"
"dysregulated"	"BP"	"antimicrobial humoral response"	11	"11/3226"	"50/13946"	0.629651232888469	0.980006279905591	0.85093675389497	"GO:0019730"	"HIST1H2BK/CLU/RPS19/FAM3A/RPL39/RPL30/HMGN2/BCL3/PLA2G6/HLA-E/GNLY"
"dysregulated"	"BP"	"anatomical structure maturation"	28	"28/3226"	"126/13946"	0.630296219585139	0.980006279905591	0.85093675389497	"GO:0071695"	"TRIM58/RAC3/TYMS/DMC1/CDKN1A/CEND1/AGRN/AURKA/TRIP13/NSUN2/SEMA4D/BCL2/HIF1A/NOM1/REC8/TRPC4AP/RERE/WASHC5/MYO5A/TUT7/GATA3/CDC25B/KLF2/XBP1/NF1/FOXO3/FAM210B/RYR1"
"dysregulated"	"BP"	"regulation of ERBB signaling pathway"	17	"17/3226"	"77/13946"	0.630733615891157	0.980006279905591	0.85093675389497	"GO:1901184"	"ERRFI1/CEACAM1/NEURL1/AKT1/ARAP1/PSEN1/HIP1/PTPN18/PTPN12/FASLG/SHC1/IFI6/MVB12B/CBLB/PTPRJ/RHBDF2/LGMN"
"dysregulated"	"BP"	"synapsis"	9	"9/3226"	"41/13946"	0.631138388313481	0.980006279905591	0.85093675389497	"GO:0007129"	"DMC1/NDC1/FANCD2/TRIP13/CCNE1/BRIP1/MSH5/REC8/AGO4"
"dysregulated"	"BP"	"negative regulation of blood coagulation"	9	"9/3226"	"41/13946"	0.631138388313481	0.980006279905591	0.85093675389497	"GO:0030195"	"F12/SERPINE2/CD9/CEACAM1/PLAU/UBASH3B/THBS1/ABAT/PDGFA"
"dysregulated"	"BP"	"production of miRNAs involved in gene silencing by miRNA"	9	"9/3226"	"41/13946"	0.631138388313481	0.980006279905591	0.85093675389497	"GO:0035196"	"HNRNPA2B1/SPOUT1/SRRT/MAP2K1/DICER1/MAP2K2/TUT7/SMAD3/AGO4"
"dysregulated"	"BP"	"hydrogen peroxide metabolic process"	9	"9/3226"	"41/13946"	0.631138388313481	0.980006279905591	0.85093675389497	"GO:0042743"	"CYP1A1/PRDX1/PRDX2/PRDX3/GPX1/RAC1/CYBA/FYN/PINK1"
"dysregulated"	"BP"	"neuromuscular process controlling balance"	9	"9/3226"	"41/13946"	0.631138388313481	0.980006279905591	0.85093675389497	"GO:0050885"	"MYH10/RBFOX2/RAC3/NLGN2/NBN/BCR/TPP1/HERC1/CDH23"
"dysregulated"	"BP"	"negative regulation of hemostasis"	9	"9/3226"	"41/13946"	0.631138388313481	0.980006279905591	0.85093675389497	"GO:1900047"	"F12/SERPINE2/CD9/CEACAM1/PLAU/UBASH3B/THBS1/ABAT/PDGFA"
